3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,G,MP,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,all_defensive
0.0,1.8,3.1,-4.7,-1.5,17.9,0.2,0.25,68.0,1282.0,-3.2,10.1,0.7,10.4,1.0,15.3,13.9,0.53,13.7,-0.9,1.0,0.037000000000000005,0
0.258,14.9,0.9,-1.7,0.2,10.7,0.8,0.18600000000000005,49.0,886.0,-1.9,2.7,-0.3,11.1,1.9,14.4,6.6,0.486,20.2,0.1,0.5,0.028,0
0.523,5.5,1.0,-2.5,-2.2,11.5,0.1,0.204,61.0,1070.0,-0.3,3.2,0.8,11.6,1.1,10.2,7.3,0.5329999999999999,18.7,-0.1,0.9,0.039,0
0.336,8.4,1.2,-1.7,-0.3,9.8,1.4,0.198,79.0,1362.0,-1.3,2.6,0.2,12.6,1.7,12.9,6.3,0.539,23.3,0.1,1.6,0.058,0
0.022,3.9,,,,,0.2,0.507,54.0,753.0,,,1.9,17.9,,11.1,10.6,0.551,18.3,,2.1,0.133,0
0.32,9.3,0.6,-3.3,-1.7,10.3,0.3,0.227,36.0,564.0,-1.7,4.4,0.2,10.4,1.0,13.9,7.2,0.52,18.2,-0.2,0.4,0.037000000000000005,0
0.158,15.8,0.6,-4.4,1.4,10.4,1.4,0.269,80.0,1235.0,-5.9,3.7,-1.8,6.4,3.2,27.8,7.2,0.449,14.6,-0.8,-0.3,-0.013,0
0.0,4.9,2.2,-2.2,-0.6,14.9,1.0,0.503,69.0,1031.0,-1.6,10.0,1.7,15.8,0.7,16.1,12.4,0.596,21.0,0.0,2.6,0.123,0
0.306,13.2,0.5,-3.2,0.6,7.1,1.0,0.18,66.0,971.0,-3.8,2.9,-0.7,7.6,2.0,17.2,5.1,0.458,15.8,-0.3,0.3,0.017,0
0.292,21.5,1.6,-3.5,-0.3,10.9,0.3,0.258,18.0,239.0,-3.2,3.6,-0.1,10.2,1.5,13.1,7.4,0.424,22.0,-0.1,0.1,0.026,0
0.391,8.9,1.1,-5.3,-1.1,14.6,0.1,0.161,26.0,343.0,-4.2,3.8,-0.3,6.3,1.1,11.4,9.1,0.413,14.5,-0.3,-0.2,-0.025,0
0.132,5.9,2.1,0.4,1.0,19.8,1.1,0.331,59.0,753.0,-0.7,10.2,1.2,13.6,1.3,13.9,15.2,0.5870000000000001,12.3,0.4,2.3,0.147,0
0.0,3.2,0.7,-3.6,-0.9,14.6,0.4,0.556,37.0,429.0,-2.7,8.0,0.3,9.2,0.9,17.9,11.4,0.546,13.4,-0.2,0.7,0.079,0
0.0,7.5,2.3,-5.0,-0.1,16.8,1.1,0.504,68.0,724.0,-4.9,7.3,-0.3,11.0,1.1,16.7,12.1,0.499,22.5,-0.5,0.8,0.053,0
0.0,2.7,0.2,-4.3,-0.7,13.6,0.5,0.28300000000000003,43.0,414.0,-3.6,11.3,0.4,11.5,1.6,15.1,12.5,0.541,17.7,-0.2,0.8,0.096,0
0.185,5.2,0.7,-8.8,-0.9,7.1,0.3,0.272,39.0,370.0,-7.9,2.5,-0.8,0.7,0.6,18.8,4.8,0.386,14.2,-0.6,-0.5,-0.062,0
0.125,15.2,0.7,-2.4,1.1,9.5,0.5,0.316,51.0,465.0,-3.5,3.9,-0.3,10.1,3.4,18.0,6.6,0.452,18.1,0.0,0.2,0.017,0
0.614,20.8,0.5,-6.2,1.6,8.0,0.4,0.193,39.0,340.0,-7.8,1.3,-0.6,5.1,3.9,20.8,4.4,0.3670000000000001,15.7,-0.4,-0.2,-0.032,0
0.013,2.1,1.7,-7.9,-1.7,20.7,0.3,0.6629999999999999,57.0,495.0,-6.2,14.4,-0.2,7.1,1.6,26.9,17.5,0.489,13.0,-0.7,0.1,0.011,0
0.0,5.9,1.9,-2.9,-0.4,18.8,0.5,0.732,57.0,487.0,-2.5,13.2,0.5,12.6,2.0,14.1,16.0,0.511,14.0,-0.1,1.1,0.105,0
0.075,4.6,1.9,-3.7,-0.8,17.4,0.6,0.468,61.0,519.0,-2.9,8.7,0.6,13.2,1.0,7.1,13.1,0.51,19.4,-0.2,1.2,0.111,0
0.022,8.3,1.6,-3.2,1.1,15.5,0.9,0.29,59.0,490.0,-4.3,14.1,0.2,9.3,1.0,21.1,14.8,0.491,12.9,-0.2,1.1,0.105,0
0.0,4.1,5.0,-6.9,-0.8,16.0,0.4,0.329,46.0,338.0,-6.1,11.9,-0.4,7.4,0.6,15.3,13.9,0.394,15.0,-0.4,0.1,0.006999999999999999,0
0.045,4.8,0.9,-3.0,-0.1,15.3,0.3,0.523,33.0,181.0,-2.8,17.6,0.2,13.8,2.5,8.5,16.4,0.471,15.9,-0.1,0.5,0.14400000000000002,0
0.001,4.3,3.6,-2.0,-1.3,24.1,3.1,0.342,73.0,2600.0,-0.7,11.5,0.9,16.3,1.2,9.8,17.5,0.479,21.8,0.0,4.0,0.07400000000000001,0
0.26,14.3,1.4,1.4,2.1,15.9,4.0,0.385,82.0,2686.0,-0.7,3.7,2.7,13.5,2.6,17.9,9.7,0.58,12.8,2.3,6.6,0.118,1
0.003,4.4,3.6,0.0,-0.1,22.2,3.5,0.61,82.0,2670.0,0.1,12.2,3.8,17.2,1.5,16.1,17.3,0.5710000000000001,16.7,1.4,7.3,0.131,1
,10.4,1.1,-0.6,-1.0,14.8,0.9,,80.0,2376.0,0.4,9.1,3.7,15.2,1.6,12.5,11.8,,16.0,0.8,4.6,0.093,0
0.038,10.2,5.4,-0.5,0.4,18.6,1.8,0.394,74.0,2050.0,-0.9,7.9,0.6,15.4,1.5,16.0,13.0,0.506,18.4,0.8,2.4,0.055,1
0.181,14.8,1.2,1.2,1.0,15.4,2.9,0.251,61.0,1663.0,0.2,6.2,0.1,14.2,1.5,14.1,10.8,0.496,22.4,1.3,3.0,0.086,1
0.5429999999999999,28.6,0.1,-0.7,1.6,9.7,3.3,0.13699999999999998,82.0,2177.0,-2.2,1.2,0.8,9.8,2.0,18.7,5.5,0.471,13.1,0.7,4.1,0.09,0
0.313,16.3,0.4,0.7,-0.3,8.9,2.7,0.256,82.0,2002.0,1.0,3.1,0.8,14.9,1.4,13.7,6.0,0.526,30.4,1.4,3.5,0.084,0
0.011,10.4,1.0,-2.6,0.3,10.6,1.3,0.295,78.0,1659.0,-3.0,4.4,0.4,8.9,1.7,11.4,7.6,0.471,13.3,-0.3,1.7,0.05,0
0.225,24.8,0.1,-0.8,-0.1,9.7,1.3,0.17,79.0,1612.0,-0.7,3.7,1.2,14.5,2.5,14.8,6.7,0.51,21.4,0.5,2.5,0.07400000000000001,0
0.16,27.8,0.2,-5.9,-2.5,7.8,0.5,0.309,68.0,1330.0,-3.4,0.9,-0.9,9.7,1.4,20.4,4.5,0.471,21.2,-1.3,-0.4,-0.013,0
0.425,7.6,0.4,-6.2,-0.9,12.6,0.3,0.063,23.0,441.0,-5.3,4.1,-0.8,4.1,1.6,11.5,8.2,0.35600000000000004,15.5,-0.4,-0.5,-0.052000000000000005,0
0.199,5.3,0.9,-0.6,-0.6,13.1,0.9,0.153,82.0,1553.0,0.0,7.7,3.3,14.7,1.3,7.5,10.4,0.596,15.7,0.6,4.2,0.13,0
0.0,3.2,5.5,-2.8,1.2,13.4,1.1,0.495,43.0,760.0,-4.0,7.7,0.3,12.9,1.2,19.1,10.6,0.589,17.5,-0.2,1.4,0.09,0
0.033,9.8,1.0,-0.6,0.6,13.1,1.3,0.447,80.0,1382.0,-1.2,7.5,0.8,13.3,2.7,13.6,10.3,0.503,17.8,0.5,2.1,0.073,0
0.008,3.9,2.8,-1.7,-0.4,19.2,1.2,0.333,82.0,1396.0,-1.3,13.7,2.7,15.0,1.3,13.3,16.5,0.57,15.5,0.1,3.9,0.135,0
0.08,8.2,1.4,0.1,0.8,12.3,1.6,0.393,77.0,1262.0,-0.7,8.0,1.2,14.7,3.1,14.5,10.2,0.542,18.9,0.7,2.7,0.103,1
0.358,22.5,1.2,1.9,2.0,6.9,1.6,0.281,76.0,1173.0,-0.1,2.7,1.1,14.7,3.4,16.6,4.9,0.53,18.8,1.2,2.7,0.111,0
0.015,9.6,2.1,-4.8,0.1,19.2,0.8,0.377,46.0,705.0,-4.9,10.3,-0.9,9.6,1.9,21.6,14.6,0.457,19.4,-0.5,-0.1,-0.006,0
0.008,3.9,3.9,-2.3,-0.6,21.0,1.4,0.366,71.0,1051.0,-1.7,13.5,1.3,16.6,1.1,13.3,17.3,0.5539999999999999,21.2,-0.1,2.7,0.123,0
0.364,22.2,0.6,0.9,0.8,6.8,1.8,0.228,80.0,1149.0,0.1,1.6,1.3,14.3,1.9,15.2,4.2,0.5489999999999999,20.5,0.9,3.1,0.128,0
0.596,8.0,0.2,-3.3,-0.1,9.9,0.4,0.096,25.0,356.0,-3.2,2.3,0.0,8.2,2.1,8.4,6.1,0.47,14.1,-0.1,0.4,0.055,0
0.259,6.8,1.8,-4.4,-1.8,10.0,0.4,0.293,68.0,906.0,-2.6,6.7,-0.7,8.6,1.6,13.5,8.3,0.456,21.8,-0.5,-0.2,-0.012,0
0.045,20.0,0.7,-5.5,-0.1,9.9,0.4,0.338,62.0,809.0,-5.4,2.6,-0.2,8.9,2.5,20.3,6.0,0.484,15.8,-0.7,0.2,0.009000000000000001,0
0.021,8.5,1.7,-4.6,-1.4,18.1,0.7,0.35200000000000004,67.0,873.0,-3.3,10.1,-1.0,9.5,1.6,13.6,14.0,0.419,20.2,-0.6,-0.3,-0.019,0
0.4320000000000001,16.4,1.2,-0.2,0.5,11.5,0.5,0.174,39.0,507.0,-0.7,3.3,0.5,12.3,2.1,12.6,7.5,0.524,17.0,0.2,0.9,0.09,0
0.419,22.3,0.1,-2.8,0.4,6.7,0.5,0.153,38.0,483.0,-3.2,2.7,-0.1,8.6,2.1,16.9,4.7,0.446,15.0,-0.1,0.4,0.041,0
0.392,18.6,0.0,-5.3,-1.4,7.3,0.2,0.192,36.0,433.0,-3.9,1.1,-0.5,6.5,1.6,15.0,4.3,0.409,17.0,-0.4,-0.2,-0.025,0
0.195,14.1,0.9,-3.5,-0.3,9.3,0.2,0.425,38.0,433.0,-3.3,4.9,0.0,10.6,2.8,15.7,7.0,0.473,16.5,-0.2,0.2,0.026,0
0.0,5.4,2.4,-1.9,-0.7,19.0,0.1,0.3,11.0,117.0,-1.3,17.3,0.1,14.0,1.8,23.6,18.3,0.574,11.6,0.0,0.2,0.094,0
0.214,6.8,0.5,-4.2,-1.1,7.1,0.2,0.47,45.0,455.0,-3.1,7.1,-0.1,8.7,1.8,14.5,7.1,0.464,16.1,-0.2,0.1,0.016,0
0.0,1.2,1.1,-5.8,-0.5,17.6,0.3,0.466,27.0,255.0,-5.3,7.8,-0.1,7.8,2.4,12.5,12.7,0.444,14.3,-0.2,0.2,0.029,0
0.01,3.5,2.6,-5.8,-1.2,23.6,0.4,0.439,45.0,356.0,-4.6,16.6,0.1,12.0,1.1,18.2,20.1,0.505,17.5,-0.3,0.6,0.076,0
0.345,24.5,0.0,-4.8,-2.7,3.0,0.0,0.069,16.0,77.0,-2.1,1.5,-0.1,10.1,1.3,26.9,2.2,0.586,23.5,0.0,0.0,-0.02,0
0.145,27.8,1.3,1.7,-0.6,11.8,2.6,0.308,79.0,3122.0,2.3,3.5,2.4,18.3,2.2,13.9,7.6,0.488,28.2,2.9,5.1,0.078,1
0.146,13.8,1.0,0.0,-1.6,12.1,2.4,0.358,82.0,2995.0,1.6,6.8,3.7,17.6,1.7,12.7,9.4,0.509,28.5,1.5,6.1,0.098,0
0.448,32.5,0.6,-0.8,-0.4,9.0,1.9,0.204,76.0,2706.0,-0.5,1.7,2.1,13.1,1.9,18.5,5.2,0.51,18.2,0.8,4.1,0.07200000000000001,1
0.066,25.1,1.3,1.4,0.1,9.0,2.3,0.391,61.0,2126.0,1.4,4.6,2.2,17.6,2.2,17.3,6.8,0.53,25.0,1.9,4.6,0.103,1
0.02,5.8,3.1,-0.8,0.5,16.9,3.8,0.404,75.0,2510.0,-1.2,8.7,2.5,15.1,1.3,11.3,12.8,0.513,18.3,0.8,6.2,0.119,0
0.188,9.3,0.4,-4.0,-1.0,10.9,1.1,0.141,70.0,2044.0,-3.0,3.8,-0.6,9.4,1.8,13.0,7.2,0.456,18.4,-1.1,0.5,0.012,0
0.053,37.4,0.1,-2.4,-0.6,10.8,0.9,0.246,55.0,1472.0,-1.7,2.9,-0.2,12.1,2.1,24.0,6.8,0.443,17.9,-0.1,0.7,0.022,0
0.083,14.9,1.4,-2.3,0.1,13.5,1.1,0.297,76.0,1919.0,-2.4,6.6,-0.3,8.8,1.6,26.3,10.1,0.483,11.4,-0.2,0.8,0.021,0
0.412,8.7,0.4,-2.4,-2.0,13.7,0.0,0.227,73.0,1787.0,-0.5,6.6,1.3,11.0,1.4,13.1,10.1,0.499,14.5,-0.2,1.3,0.034,0
0.006999999999999999,4.9,1.1,-2.0,-0.9,18.7,2.1,0.409,75.0,1795.0,-1.1,12.1,2.7,13.7,1.0,12.3,15.4,0.521,15.8,0.0,4.8,0.128,0
0.124,8.8,2.5,-0.1,-0.2,15.4,1.2,0.259,67.0,1589.0,0.2,9.9,2.3,15.7,2.2,10.2,12.6,0.485,18.2,0.8,3.5,0.104,0
0.005,7.7,2.9,-4.2,-0.8,20.9,0.9,0.326,82.0,1843.0,-3.4,7.7,-0.9,9.6,0.7,23.8,14.2,0.502,15.7,-1.0,0.0,0.001,0
0.447,18.0,0.3,-0.8,0.5,7.6,1.0,0.13,70.0,1500.0,-1.3,1.7,0.9,12.7,3.2,19.5,4.7,0.5529999999999999,18.6,0.5,1.9,0.061,0
0.094,10.6,0.3,-2.2,-0.7,15.5,0.3,0.442,38.0,724.0,-1.4,8.3,0.4,10.6,2.0,21.1,11.9,0.519,12.8,0.0,0.7,0.045,0
,10.6,1.5,-4.3,-0.1,14.1,0.9,,47.0,893.0,-4.1,6.5,-0.4,9.7,1.9,,10.2,,19.0,-0.5,0.5,0.028,0
0.496,25.8,0.4,-2.7,-1.2,8.2,0.7,0.165,75.0,1392.0,-1.5,1.4,0.1,10.9,2.1,22.7,4.7,0.509,17.9,-0.2,0.7,0.026,0
0.08800000000000001,17.4,0.9,2.3,-0.4,8.6,0.4,0.19,56.0,1039.0,2.7,6.7,2.7,20.1,2.6,9.0,7.6,0.536,20.6,1.1,3.2,0.146,0
,6.1,3.2,-3.3,1.1,19.0,1.1,,41.0,734.0,-4.4,8.5,-0.8,9.6,2.6,,13.6,,15.6,-0.2,0.4,0.023,0
0.195,21.3,0.7,-3.0,0.4,8.4,1.4,0.29600000000000004,81.0,1385.0,-3.4,2.5,-0.6,11.0,3.3,20.0,5.5,0.48,20.5,-0.4,0.7,0.026,0
0.229,23.9,0.5,-1.5,-0.6,7.7,0.2,0.226,69.0,1114.0,-0.9,3.7,0.9,13.1,2.5,17.2,5.7,0.496,19.3,0.2,1.2,0.051,0
0.171,14.1,0.5,-3.8,-1.2,7.5,0.6,0.227,53.0,767.0,-2.6,2.5,-0.7,10.8,1.8,13.1,5.0,0.464,27.7,-0.3,0.0,-0.003,0
0.005,5.6,3.1,-1.9,1.4,18.1,1.2,0.226,62.0,875.0,-3.2,8.3,0.6,11.2,2.1,13.8,13.1,0.498,12.7,0.0,1.8,0.097,0
0.129,18.5,0.2,-4.1,-0.9,8.0,0.5,0.185,57.0,772.0,-3.1,3.6,-0.3,9.4,2.0,13.5,5.8,0.433,22.8,-0.4,0.2,0.011,0
0.0,7.6,0.9,-1.2,-0.4,15.2,0.9,0.322,73.0,976.0,-0.8,10.8,1.7,14.6,2.2,12.1,13.1,0.541,16.4,0.2,2.6,0.129,0
0.009000000000000001,11.1,2.3,-0.5,0.3,22.6,1.3,0.35100000000000003,71.0,930.0,-0.8,14.0,1.4,15.9,1.6,15.4,18.2,0.519,15.3,0.4,2.8,0.14300000000000002,0
0.035,7.4,2.7,-1.1,0.9,18.2,0.7,0.199,35.0,442.0,-2.1,7.8,0.5,14.0,1.9,10.0,12.9,0.505,17.3,0.1,1.1,0.122,0
0.231,6.0,1.3,-6.2,-2.4,8.8,0.1,0.208,41.0,507.0,-3.8,6.8,0.1,7.2,1.0,9.6,7.8,0.433,14.1,-0.5,0.2,0.019,0
0.633,8.3,0.7,-0.7,-0.5,10.7,0.8,0.073,74.0,882.0,-0.2,4.0,0.2,10.1,1.5,10.8,7.4,0.489,20.2,0.3,1.0,0.054000000000000006,0
0.026,7.9,0.2,-2.4,-1.3,18.8,0.4,0.371,36.0,406.0,-1.1,14.4,0.2,12.6,1.6,14.0,16.6,0.463,17.6,0.0,0.6,0.066,0
0.0,3.1,1.3,-5.8,-2.5,18.3,0.2,0.514,59.0,664.0,-3.3,11.5,0.1,10.8,1.7,13.7,14.9,0.452,16.9,-0.6,0.3,0.023,0
0.045,7.2,1.0,-4.8,-2.0,17.9,0.1,0.14800000000000002,21.0,224.0,-2.8,4.6,0.0,12.2,0.7,13.8,11.2,0.512,21.9,-0.2,0.1,0.029,0
0.341,5.3,0.3,-2.6,-1.1,9.3,0.2,0.18600000000000005,41.0,427.0,-1.5,4.9,0.3,10.2,1.6,13.1,7.1,0.519,16.8,-0.1,0.5,0.056,0
0.255,23.0,0.8,0.9,1.3,13.8,0.9,0.28800000000000003,72.0,730.0,-0.4,6.0,0.7,12.7,2.0,20.3,9.8,0.505,13.3,0.5,1.6,0.103,0
0.116,16.6,0.4,-6.1,-1.6,9.9,0.0,0.29100000000000004,38.0,364.0,-4.5,2.4,-0.4,6.1,1.6,15.7,6.1,0.35600000000000004,14.3,-0.4,-0.5,-0.065,0
0.662,8.4,0.6,1.4,-0.6,11.0,0.1,0.187,54.0,469.0,1.9,3.0,1.4,15.7,1.8,4.4,7.0,0.608,15.5,0.4,1.5,0.152,0
,4.6,0.0,-8.2,-1.5,8.2,0.0,,16.0,70.0,-6.6,1.6,-0.1,3.8,0.8,,4.9,,16.5,-0.1,0.0,-0.033,0
0.104,14.1,0.9,0.5,1.0,10.9,3.6,0.363,78.0,2858.0,-0.4,5.3,1.6,15.1,2.6,13.8,8.0,0.502,22.9,1.8,5.1,0.086,0
0.012,5.0,2.5,-1.3,-0.4,20.9,3.6,0.583,82.0,2570.0,-0.9,10.9,2.6,16.2,1.3,15.3,15.9,0.53,21.5,0.4,6.2,0.116,0
0.28800000000000003,16.8,0.4,-4.7,-2.8,5.1,0.1,0.264,47.0,1385.0,-1.9,1.6,0.2,10.9,1.4,11.2,3.3,0.466,23.8,-0.9,0.3,0.011,0
0.002,10.6,4.4,2.2,0.9,22.6,3.5,0.461,82.0,2382.0,1.3,9.7,5.2,20.6,0.7,15.2,16.3,0.57,22.1,2.5,8.7,0.17600000000000002,0
0.062,7.8,1.3,-3.0,-1.9,17.7,1.3,0.273,70.0,1873.0,-1.1,9.8,0.4,15.0,1.5,14.7,13.7,0.503,24.5,-0.4,1.7,0.043,0
0.295,29.2,0.6,-2.0,-0.8,9.3,1.3,0.235,75.0,1961.0,-1.3,1.5,-0.5,12.2,2.3,18.4,5.5,0.472,21.0,0.0,0.8,0.02,0
0.002,9.3,1.7,0.0,-0.6,22.7,1.8,0.311,81.0,2049.0,0.6,10.8,4.2,17.9,1.5,12.8,16.6,0.5770000000000001,17.1,1.0,5.9,0.139,0
0.06,23.2,0.6,-5.1,0.9,12.6,2.4,0.24,82.0,2003.0,-6.0,2.4,-2.8,6.4,2.1,23.3,7.3,0.405,15.0,-1.6,-0.4,-0.009000000000000001,0
0.616,19.2,0.2,-0.5,-0.5,9.8,1.2,0.239,64.0,1503.0,0.0,1.3,1.8,12.7,1.3,10.3,5.5,0.515,17.7,0.6,3.0,0.096,0
0.182,16.8,1.9,-2.4,0.9,11.2,1.7,0.145,59.0,1381.0,-3.3,2.9,-0.7,9.5,2.2,15.1,6.8,0.446,17.3,-0.1,1.0,0.035,0
0.299,11.4,2.2,-2.5,-0.6,12.3,1.4,0.182,72.0,1514.0,-1.9,2.1,-1.4,9.5,0.8,11.1,7.1,0.4370000000000001,21.6,-0.2,0.1,0.002,0
0.0,3.7,0.6,-2.8,-0.3,24.3,1.7,1.1,67.0,1365.0,-2.4,14.2,1.3,10.4,1.5,20.0,19.2,0.51,8.9,-0.3,3.0,0.105,0
0.265,9.5,2.1,-0.5,0.0,19.2,2.1,0.31,72.0,1366.0,-0.6,10.0,1.7,14.8,1.0,12.1,14.5,0.514,19.3,0.5,3.8,0.134,0
0.349,24.7,0.8,-3.4,-1.2,9.3,0.5,0.349,66.0,1103.0,-2.2,2.9,-0.4,11.3,2.2,25.4,6.0,0.523,20.6,-0.4,0.1,0.005,0
0.173,6.9,0.9,-3.5,-1.4,15.6,0.7,0.188,75.0,1248.0,-2.1,7.5,0.0,12.2,1.7,12.0,11.6,0.476,20.7,-0.5,0.8,0.029,0
0.387,11.6,1.8,-5.5,-0.7,10.8,1.3,0.165,81.0,1320.0,-4.9,5.4,-2.3,4.9,1.2,16.6,8.0,0.374,17.0,-1.2,-1.0,-0.035,0
,21.7,0.3,-4.6,-0.9,6.3,0.3,0.31,32.0,359.0,-3.7,2.9,-0.1,11.9,1.6,,4.7,0.467,,-0.3,0.2,0.023,0
0.505,9.8,0.4,-2.3,-0.3,5.4,0.7,0.321,72.0,1147.0,-1.9,2.8,0.5,9.2,1.6,12.8,4.1,0.493,16.7,-0.1,1.2,0.051,0
0.006999999999999999,1.8,5.1,-3.5,0.1,20.3,0.7,0.386,49.0,760.0,-3.6,10.1,0.4,11.2,1.5,13.7,15.2,0.498,12.0,-0.3,1.2,0.075,0
0.31,11.3,0.3,-3.8,-1.2,10.8,0.5,0.17,42.0,647.0,-2.6,2.4,-0.5,11.0,2.2,12.6,6.6,0.464,24.3,-0.3,0.1,0.005,0
0.0,3.1,2.8,-4.2,-1.1,15.4,0.4,0.398,52.0,802.0,-3.1,9.1,0.4,10.8,0.7,18.6,12.3,0.54,15.1,-0.4,0.8,0.048,0
0.236,19.4,0.4,-1.7,0.6,8.1,0.4,0.318,46.0,688.0,-2.3,3.4,0.3,9.3,2.1,14.2,5.9,0.436,13.0,0.0,0.7,0.049,0
0.031,11.3,0.5,-2.3,-0.8,13.9,0.4,0.636,35.0,487.0,-1.5,6.0,0.4,12.4,0.8,13.2,9.8,0.512,18.4,0.0,0.9,0.084,0
0.278,5.4,1.7,-5.8,-1.7,7.7,0.2,0.222,51.0,666.0,-4.2,2.6,-0.8,6.8,1.5,17.4,5.0,0.463,17.7,-0.7,-0.5,-0.039,0
0.024,4.9,2.3,-6.6,-1.7,13.4,0.6,0.196,62.0,783.0,-4.9,8.1,-1.0,8.3,1.3,12.8,10.7,0.415,21.1,-0.9,-0.3,-0.021,0
0.01,3.8,2.3,-5.4,-1.4,16.0,0.5,0.5,55.0,682.0,-4.0,10.7,0.4,11.3,0.7,15.5,13.4,0.521,19.3,-0.6,0.9,0.063,0
0.162,10.9,0.6,-2.3,1.6,10.2,0.7,0.135,58.0,685.0,-3.8,2.8,-0.3,7.3,2.3,15.6,6.6,0.4270000000000001,12.5,-0.1,0.4,0.027000000000000003,0
0.279,11.7,0.9,-6.0,-2.3,8.9,0.3,0.094,76.0,872.0,-3.7,3.3,-0.9,5.8,0.6,19.9,6.1,0.447,16.1,-0.9,-0.6,-0.033,0
0.078,3.3,3.0,-5.9,-2.3,8.5,0.1,0.248,39.0,441.0,-3.6,5.5,-0.1,9.6,0.8,11.0,7.0,0.474,20.1,-0.4,0.0,-0.003,0
0.0,7.8,1.8,-3.2,-1.1,16.9,0.3,0.35700000000000004,46.0,479.0,-2.0,7.6,0.3,12.5,0.8,13.8,12.3,0.528,17.7,-0.1,0.6,0.062,0
0.359,28.3,0.3,-5.1,-2.4,7.2,0.1,0.153,50.0,515.0,-2.7,2.1,-0.1,9.9,1.4,22.6,4.8,0.504,20.9,-0.4,0.0,0.001,0
0.398,9.9,2.4,0.0,0.5,11.1,0.6,0.14400000000000002,42.0,435.0,-0.6,1.3,0.2,11.7,1.3,14.3,6.1,0.546,16.2,0.2,0.8,0.084,1
0.0,3.7,3.0,-9.3,-1.5,16.8,0.4,0.325,48.0,444.0,-7.8,8.6,-0.9,4.1,1.0,14.4,12.7,0.339,16.2,-0.8,-0.5,-0.052000000000000005,0
0.267,14.3,0.9,-1.3,0.6,10.2,0.4,0.302,64.0,504.0,-1.9,3.7,0.2,9.5,1.8,18.1,6.9,0.502,14.3,0.1,0.6,0.058,0
0.243,8.6,0.8,-4.7,0.7,9.6,0.5,0.097,36.0,274.0,-5.4,3.3,-0.5,7.1,2.7,15.7,6.5,0.428,21.0,-0.2,0.0,-0.004,0
0.076,6.2,0.2,-4.1,-0.7,13.7,0.4,0.16899999999999998,53.0,334.0,-3.4,5.4,-0.1,11.2,2.4,15.4,9.6,0.505,20.7,-0.2,0.2,0.034,0
0.378,18.0,0.7,-5.2,-1.2,7.5,0.1,0.108,19.0,111.0,-4.1,1.0,0.0,7.4,0.9,4.9,4.1,0.387,16.5,-0.1,0.0,0.017,0
0.287,11.9,1.8,0.5,0.3,8.6,2.1,0.294,78.0,3097.0,0.2,6.5,2.7,13.9,2.1,12.5,7.5,0.518,18.2,1.9,4.8,0.07400000000000001,1
0.005,13.8,3.9,1.7,0.2,18.2,2.8,0.448,82.0,3007.0,1.5,8.8,4.8,19.5,0.7,15.0,13.5,0.5660000000000001,22.6,2.8,7.6,0.121,0
0.226,15.4,0.8,-0.9,-1.0,9.0,0.9,0.193,80.0,2629.0,0.1,4.9,2.0,13.8,2.0,11.9,6.9,0.487,21.5,0.7,2.9,0.052000000000000005,0
0.23,42.8,1.2,-0.4,0.2,9.9,2.9,0.245,80.0,2442.0,-0.6,3.7,-1.3,13.4,3.0,24.3,6.9,0.446,20.7,1.0,1.7,0.033,0
0.29600000000000004,23.9,0.2,-1.1,0.6,8.0,2.9,0.25,77.0,2267.0,-1.7,1.7,0.8,11.7,2.1,17.5,5.0,0.4970000000000001,17.7,0.6,3.8,0.08,0
0.263,13.0,1.5,-2.7,-1.0,10.2,0.9,0.182,78.0,2237.0,-1.7,3.3,0.6,10.4,1.3,13.0,6.7,0.502,16.0,-0.4,1.5,0.033,0
0.158,7.4,5.9,3.7,1.9,14.2,3.3,0.586,82.0,2151.0,1.8,8.3,4.0,18.8,2.9,11.9,11.2,0.5529999999999999,19.0,3.1,7.3,0.16399999999999998,1
0.41,4.8,4.8,-0.9,-0.6,18.2,1.4,0.129,73.0,1896.0,-0.3,7.0,1.0,13.8,0.5,6.3,12.5,0.456,18.4,0.5,2.4,0.061,0
0.223,15.0,0.8,-0.7,0.5,10.8,1.9,0.091,77.0,1916.0,-1.2,4.3,1.1,11.8,1.6,10.5,7.5,0.478,16.0,0.6,3.0,0.075,0
0.294,24.8,0.6,1.0,0.0,8.7,0.7,0.417,47.0,1155.0,1.0,3.7,2.1,17.0,3.0,17.6,6.1,0.562,20.1,0.9,2.7,0.114,0
0.095,11.7,1.8,-0.4,0.9,12.2,2.9,0.448,79.0,1917.0,-1.3,4.9,1.8,13.4,1.7,13.1,8.6,0.524,19.1,0.8,4.7,0.117,0
0.073,21.9,0.3,-0.4,2.1,8.4,2.4,0.301,67.0,1528.0,-2.5,3.5,0.4,12.6,3.4,15.7,5.9,0.469,18.2,0.6,2.8,0.087,0
0.003,6.6,1.2,-3.3,-1.2,13.3,1.0,0.528,70.0,1440.0,-2.1,11.5,2.3,11.5,1.1,11.7,12.4,0.532,15.0,-0.5,3.3,0.111,0
0.0,3.5,5.3,-1.3,0.5,16.6,1.4,0.7240000000000001,62.0,1266.0,-1.7,13.0,1.7,13.7,0.9,14.6,14.8,0.54,12.4,0.2,3.1,0.116,0
